fpr,tpr,threshold
3.103953147877013263e-01,8.696629213483145771e-01,9.355111122131347656e-01
3.103953147877013263e-01,8.707865168539326017e-01,9.354334473609924316e-01
3.118594436310395124e-01,8.707865168539326017e-01,9.353013634681701660e-01
3.118594436310395124e-01,8.719101123595505154e-01,9.352392554283142090e-01
3.162518301610541815e-01,8.719101123595505154e-01,9.347807168960571289e-01
3.162518301610541815e-01,8.752808988764044784e-01,9.341157078742980957e-01
3.177159590043923676e-01,8.752808988764044784e-01,9.338179230690002441e-01
3.177159590043923676e-01,8.775280898876404168e-01,9.335421919822692871e-01
3.191800878477306092e-01,8.775280898876404168e-01,9.334352016448974609e-01
3.191800878477306092e-01,8.808988764044943798e-01,9.325019121170043945e-01
3.206442166910687952e-01,8.808988764044943798e-01,9.320115447044372559e-01
3.206442166910687952e-01,8.831460674157303181e-01,9.312127232551574707e-01
3.308931185944363196e-01,8.831460674157303181e-01,9.303587079048156738e-01
3.308931185944363196e-01,8.842696629213483428e-01,9.302152991294860840e-01
3.382137628111273608e-01,8.842696629213483428e-01,9.297869205474853516e-01
3.382137628111273608e-01,8.865168539325842811e-01,9.296983480453491211e-01
3.557833089311859265e-01,8.865168539325842811e-01,9.264419078826904297e-01
3.557833089311859265e-01,8.876404494382021948e-01,9.263344407081604004e-01
3.631039531478770233e-01,8.876404494382021948e-01,9.249846339225769043e-01
3.631039531478770233e-01,8.887640449438202195e-01,9.249772429466247559e-01
3.645680819912152093e-01,8.887640449438202195e-01,9.244257211685180664e-01
3.645680819912152093e-01,8.898876404494382442e-01,9.243972897529602051e-01
3.660322108345534509e-01,8.898876404494382442e-01,9.242015480995178223e-01
3.660322108345534509e-01,8.932584269662920962e-01,9.235473871231079102e-01
3.718887262079063061e-01,8.932584269662920962e-01,9.223613142967224121e-01
3.718887262079063061e-01,8.955056179775280345e-01,9.221011996269226074e-01
3.748169838945827337e-01,8.955056179775280345e-01,9.218362569808959961e-01
3.748169838945827337e-01,8.966292134831460592e-01,9.218139648437500000e-01
3.792093704245973473e-01,8.966292134831460592e-01,9.205995202064514160e-01
3.792093704245973473e-01,8.977528089887640839e-01,9.205522537231445312e-01
3.850658857979502026e-01,8.977528089887640839e-01,9.192950129508972168e-01
3.850658857979502026e-01,9.033707865168539852e-01,9.163805842399597168e-01
3.865300146412884441e-01,9.033707865168539852e-01,9.162555932998657227e-01
3.865300146412884441e-01,9.044943820224718989e-01,9.160361289978027344e-01
3.879941434846266302e-01,9.044943820224718989e-01,9.159115552902221680e-01
3.879941434846266302e-01,9.056179775280899236e-01,9.157189130783081055e-01
3.923865300146412993e-01,9.056179775280899236e-01,9.151471853256225586e-01
3.923865300146412993e-01,9.067415730337078372e-01,9.148933291435241699e-01
4.055636896046851958e-01,9.067415730337078372e-01,9.136438369750976562e-01
4.055636896046851958e-01,9.089887640449437756e-01,9.124237895011901855e-01
4.099560761346998650e-01,9.089887640449437756e-01,9.114232659339904785e-01
4.099560761346998650e-01,9.112359550561798249e-01,9.099782705307006836e-01
4.114202049780380510e-01,9.112359550561798249e-01,9.099458456039428711e-01
4.114202049780380510e-01,9.134831460674157633e-01,9.099093079566955566e-01
4.143484626647144786e-01,9.134831460674157633e-01,9.090552330017089844e-01
4.143484626647144786e-01,9.146067415730336769e-01,9.088482260704040527e-01
4.187408491947291478e-01,9.146067415730336769e-01,9.067736864089965820e-01
4.187408491947291478e-01,9.157303370786517016e-01,9.067519307136535645e-01
4.202049780380673338e-01,9.157303370786517016e-01,9.059486389160156250e-01
4.202049780380673338e-01,9.168539325842696153e-01,9.059170484542846680e-01
4.245973645680820030e-01,9.168539325842696153e-01,9.053462743759155273e-01
4.245973645680820030e-01,9.202247191011235783e-01,9.051991701126098633e-01
4.260614934114201890e-01,9.202247191011235783e-01,9.051691293716430664e-01
4.260614934114201890e-01,9.213483146067416030e-01,9.046676158905029297e-01
4.289897510980966167e-01,9.213483146067416030e-01,9.042909145355224609e-01
4.289897510980966167e-01,9.224719101123595166e-01,9.033451080322265625e-01
4.304538799414348582e-01,9.224719101123595166e-01,9.024372696876525879e-01
4.304538799414348582e-01,9.235955056179775413e-01,9.021482467651367188e-01
4.348462664714494719e-01,9.235955056179775413e-01,9.012903571128845215e-01
4.348462664714494719e-01,9.247191011235954550e-01,9.012004733085632324e-01
4.392386530014641410e-01,9.247191011235954550e-01,8.989132046699523926e-01
4.392386530014641410e-01,9.258426966292134797e-01,8.987222909927368164e-01
4.494875549048316099e-01,9.258426966292134797e-01,8.971879482269287109e-01
4.494875549048316099e-01,9.269662921348315043e-01,8.971346616744995117e-01
4.509516837481698515e-01,9.269662921348315043e-01,8.969787359237670898e-01
4.509516837481698515e-01,9.280898876404494180e-01,8.967676758766174316e-01
4.582723279648608927e-01,9.280898876404494180e-01,8.955018520355224609e-01
4.582723279648608927e-01,9.292134831460674427e-01,8.953134417533874512e-01
4.612005856515373203e-01,9.292134831460674427e-01,8.947827816009521484e-01
4.612005856515373203e-01,9.303370786516853563e-01,8.944304585456848145e-01
4.626647144948755619e-01,9.303370786516853563e-01,8.944139480590820312e-01
4.626647144948755619e-01,9.359550561797752577e-01,8.926463723182678223e-01
4.699853587115666032e-01,9.359550561797752577e-01,8.917860984802246094e-01
4.699853587115666032e-01,9.382022471910111960e-01,8.912537097930908203e-01
4.802342606149341275e-01,9.382022471910111960e-01,8.892827630043029785e-01
4.802342606149341275e-01,9.393258426966292207e-01,8.892667293548583984e-01
4.816983894582723136e-01,9.393258426966292207e-01,8.885136246681213379e-01
