fpr,tpr,threshold
1.903367496339677944e-01,7.483146067415730185e-01,9.971590042114257812e-01
1.918008784773060083e-01,7.483146067415730185e-01,9.971456527709960938e-01
1.918008784773060083e-01,7.494382022471910432e-01,9.971426129341125488e-01
1.947291361639824359e-01,7.494382022471910432e-01,9.971188902854919434e-01
1.947291361639824359e-01,7.528089887640448952e-01,9.970977902412414551e-01
2.020497803806735049e-01,7.528089887640448952e-01,9.970348477363586426e-01
2.020497803806735049e-01,7.539325842696629199e-01,9.970139265060424805e-01
2.093704245973645739e-01,7.539325842696629199e-01,9.969623088836669922e-01
2.093704245973645739e-01,7.550561797752809445e-01,9.969388246536254883e-01
2.122986822840410015e-01,7.550561797752809445e-01,9.968901276588439941e-01
2.122986822840410015e-01,7.584269662921347965e-01,9.968788623809814453e-01
2.152269399707174291e-01,7.584269662921347965e-01,9.968718290328979492e-01
2.152269399707174291e-01,7.617977528089887596e-01,9.968473911285400391e-01
2.166910688140556429e-01,7.617977528089887596e-01,9.968392848968505859e-01
2.166910688140556429e-01,7.662921348314606362e-01,9.968069791793823242e-01
2.181551976573938567e-01,7.662921348314606362e-01,9.967822432518005371e-01
2.181551976573938567e-01,7.685393258426965746e-01,9.967488646507263184e-01
2.196193265007320705e-01,7.685393258426965746e-01,9.967344999313354492e-01
2.196193265007320705e-01,7.741573033707864759e-01,9.966701865196228027e-01
2.240117130307467119e-01,7.741573033707864759e-01,9.966539740562438965e-01
2.240117130307467119e-01,7.764044943820225253e-01,9.966062903404235840e-01
2.357247437774524224e-01,7.764044943820225253e-01,9.965412616729736328e-01
2.357247437774524224e-01,7.775280898876404390e-01,9.964869022369384766e-01
2.415812591508052776e-01,7.775280898876404390e-01,9.964293241500854492e-01
2.415812591508052776e-01,7.797752808988763773e-01,9.964098334312438965e-01
2.445095168374817052e-01,7.797752808988763773e-01,9.964065551757812500e-01
2.445095168374817052e-01,7.842696629213483650e-01,9.963477849960327148e-01
2.518301610541727742e-01,7.842696629213483650e-01,9.963037371635437012e-01
2.518301610541727742e-01,7.865168539325843033e-01,9.962819814682006836e-01
